    Fx_top , Fy_top , mag_top , Fx_bottom , Fy_bottom , mag_bottom 
29000, 2500.9,  55718.9,  57276.7, 2498.15,  -55728.2,  57286.1
29100, 2501.14,  55719.1,  57276.8, 2498.38,  -55728.4,  57286.2
29200, 2501.11,  55719.1,  57276.8, 2498.35,  -55728.4,  57286.2
29300, 2500.9,  55719,  57276.7, 2498.14,  -55728.2,  57286.1
29400, 2501.1,  55719,  57276.8, 2498.34,  -55728.3,  57286.2
29500, 2501.13,  55719.1,  57276.8, 2498.38,  -55728.4,  57286.2
29600, 2500.92,  55719,  57276.7, 2498.16,  -55728.2,  57286.1
29700, 2501.05,  55719,  57276.8, 2498.29,  -55728.3,  57286.2
29800, 2501.16,  55719.1,  57276.8, 2498.4,  -55728.4,  57286.2
29900, 2500.94,  55719,  57276.7, 2498.19,  -55728.3,  57286.1
30000, 2501.01,  55719,  57276.7, 2498.26,  -55728.3,  57286.1
30100, 2501.16,  55719.1,  57276.8, 2498.4,  -55728.4,  57286.2
30200, 2500.98,  55719,  57276.7, 2498.22,  -55728.3,  57286.1
30300, 2500.98,  55719,  57276.7, 2498.22,  -55728.3,  57286.1
30400, 2501.16,  55719.1,  57276.8, 2498.4,  -55728.4,  57286.2
30500, 2501.01,  55719,  57276.7, 2498.25,  -55728.3,  57286.2
30600, 2500.96,  55719,  57276.7, 2498.2,  -55728.2,  57286.1
30700, 2501.14,  55719.1,  57276.8, 2498.38,  -55728.4,  57286.2
30800, 2501.05,  55719,  57276.7, 2498.29,  -55728.3,  57286.2
30900, 2500.94,  55719,  57276.7, 2498.19,  -55728.3,  57286.1
31000, 2501.12,  55719.1,  57276.8, 2498.36,  -55728.3,  57286.2
31100, 2501.08,  55719.1,  57276.8, 2498.32,  -55728.3,  57286.2
31200, 2500.95,  55719,  57276.7, 2498.19,  -55728.2,  57286.1
31300, 2501.08,  55719,  57276.8, 2498.33,  -55728.3,  57286.2
31400, 2501.1,  55719.1,  57276.8, 2498.35,  -55728.3,  57286.2
31500, 2500.95,  55719,  57276.7, 2498.2,  -55728.3,  57286.1
31600, 2501.06,  55719,  57276.7, 2498.3,  -55728.3,  57286.2
31700, 2501.12,  55719.1,  57276.8, 2498.36,  -55728.4,  57286.2
31800, 2500.97,  55719,  57276.7, 2498.22,  -55728.3,  57286.1
31900, 2501.03,  55719,  57276.7, 2498.27,  -55728.3,  57286.2
32000, 2501.12,  55719.1,  57276.8, 2498.37,  -55728.3,  57286.2
32100, 2500.99,  55719,  57276.7, 2498.24,  -55728.3,  57286.1
32200, 2501.01,  55719,  57276.7, 2498.25,  -55728.3,  57286.1
32300, 2501.12,  55719.1,  57276.8, 2498.36,  -55728.4,  57286.2
32400, 2501.02,  55719,  57276.7, 2498.26,  -55728.3,  57286.2
32500, 2500.99,  55719,  57276.7, 2498.23,  -55728.3,  57286.1
32600, 2501.11,  55719.1,  57276.8, 2498.36,  -55728.3,  57286.2
32700, 2501.04,  55719,  57276.7, 2498.28,  -55728.3,  57286.2
32800, 2500.98,  55719,  57276.7, 2498.22,  -55728.3,  57286.1
32900, 2501.1,  55719.1,  57276.8, 2498.34,  -55728.3,  57286.2
33000, 2501.06,  55719,  57276.8, 2498.31,  -55728.3,  57286.2
33100, 2500.98,  55719,  57276.7, 2498.22,  -55728.3,  57286.1
33200, 2501.08,  55719,  57276.8, 2498.32,  -55728.3,  57286.2
33300, 2501.08,  55719.1,  57276.8, 2498.32,  -55728.3,  57286.2
33400, 2500.98,  55719,  57276.7, 2498.23,  -55728.3,  57286.1
33500, 2501.06,  55719,  57276.8, 2498.3,  -55728.3,  57286.2
33600, 2501.09,  55719.1,  57276.8, 2498.34,  -55728.3,  57286.2
33700, 2500.99,  55719,  57276.7, 2498.23,  -55728.3,  57286.1
33800, 2501.04,  55719,  57276.7, 2498.28,  -55728.3,  57286.2
33900, 2501.1,  55719.1,  57276.8, 2498.34,  -55728.3,  57286.2
34000, 2501,  55719,  57276.7, 2498.25,  -55728.3,  57286.1
34100, 2501.02,  55719,  57276.7, 2498.27,  -55728.3,  57286.2
34200, 2501.1,  55719.1,  57276.8, 2498.34,  -55728.3,  57286.2
34300, 2501.02,  55719,  57276.7, 2498.26,  -55728.3,  57286.2
34400, 2501.01,  55719,  57276.7, 2498.25,  -55728.3,  57286.1
34500, 2501.09,  55719.1,  57276.8, 2498.34,  -55728.3,  57286.2
34600, 2501.04,  55719,  57276.7, 2498.28,  -55728.3,  57286.2
34700, 2501,  55719,  57276.7, 2498.25,  -55728.3,  57286.1
34800, 2501.08,  55719.1,  57276.8, 2498.33,  -55728.3,  57286.2
34900, 2501.05,  55719,  57276.7, 2498.3,  -55728.3,  57286.2
35000, 2501,  55719,  57276.7, 2498.24,  -55728.3,  57286.1
35100, 2501.07,  55719,  57276.8, 2498.31,  -55728.3,  57286.2
35200, 2501.06,  55719,  57276.8, 2498.31,  -55728.3,  57286.2
35300, 2501,  55719,  57276.7, 2498.24,  -55728.3,  57286.1
35400, 2501.06,  55719,  57276.7, 2498.3,  -55728.3,  57286.2
